posted_date,skills,job_name,job_type,company_name,company_location,website,description,ld_link
2020-07-03,"['AWS', 'Agile', 'Angular', 'Backbone', 'C', 'CSS', 'DeFi', 'DevOps', 'ExpressJS', 'Git', 'Go', 'JIRA', 'Java', 'JavaScript', 'Lean', 'Mocha', 'MongoDB', 'Nodejs', 'REST', 'React', 'Redis', 'Redux', 'SSIS', 'Scala']",Senior Full Stack Javascript Engineer,"Full-Time, Programming, Full-Stack, USA Only", Localize ,"Kingston, NY",http://localizejs.com,"Localize is looking for a Senior Full Stack Javascript Engineer to join our US-based remote team. This opportunity is well suited for a developer who enjoys learning and working in large and complex codebases with many moving pieces. As a core member of our engineering team, you’ll be responsible for implementing new functionality within Localize’s core product, maintaining existing code and functionality, and improving/refactoring existing systems for maintainability, scalability, and extensibility.In this role, you will also collaborate with other Localize team members to diagnose and resolve bugs and issues within the product, and assist with writing specs for and building out platform customizations for new customers onboarding onto our platform.This is a remote position. Previous experience working remote (at least 2 consecutive years) is required.Responsibilities:New Feature DevelopmentImplementing new features within Localize’s core productHelp define new product requirements & specificationsCleanly and efficiently incorporate new functionality/features alongside of closely related existing functionalityWriting frontend code within the Backbone.js framework to build new UI/UX, including Handlebars templating and CSSCreate, modify, extend Node.js backend APIs to power new functionality and featuresMaintenance, Scalability, and ReliabilityCollaborate with other remote developers, participate in peer-reviews, review pull requests from other developers on the teamDiagnose and resolve bugs within the existing codebaseRefactoring complex or problematic code as needed to improve long-term maintainability, scalability and extensibility of the codebaseBuild upon our test suite with new unit and integration testsAnalyze high-traffic / high-volume areas of the system to identify opportunities to improve scalability and optimize performance (analyzing & optimizing high-volume database queries, refactoring logic of critical systems to optimize CPU time and query load on datastores)Internal Support & Sales CollaborationAssist other team members with diagnosing customer issues (diagnosing the cause of bugs and assisting with resolving them)Support other team members with sales activities such as spec’ing out and implementing platform customizations for new sales prospectsTechnologies:Experience with these specific technologies is a plus, but not strictly required.Frontend: Javascript, Backbone.js, Redux, Handlebars, Less, Underscore.Backend: Javascript, Node.js, Express.js, Mongoose.js. Datastores: MongoDB (Mongoose.js ODM), Redis, S3. Infrastructure:  AWS: Elastic Beanstalk, EC2, Elasticache, Cloudfront, Route53, etc. DevOps / Misc:  Git/Github, Jira, CircleCI, Mocha, GhostInspector, Browserstack. Experience and Qualifications:At least 2 consecutive years of remote work experience (mandatory)6+ years experience building, deploying, and maintaining large-scale complex software systems or applicationsExperience building Single Page Applications with Backbone, Angular, React or similar Javascript frameworksExperience writing, maintaining, and integrating REST APIs written in Node.jsExperience building and maintaining high-traffic APIs, writing performant code, and crafting efficient database queriesWillingness to spend time learning and working with complex systems and legacy codeExperience writing unit and integration testsStrong verbal and written communication skillsAdaptable, analytical thinker who can work autonomouslyExperience working in Agile environmentsWillingness and ability to learn new technologiesSalary range: $70K-$105K/ yearThis position is only open to applicants who reside in and are eligible to work in the US. ",https://www.learningdollars.com/client/select_engineers/?crid=2196
2020-07-03,"['C', 'CSS', 'Excel', 'Flask', 'Go', 'HTML', 'Java', 'JavaScript', 'Python', 'React', 'SQL', 'Spring']",Software Engineering Mentor,"Contract, Programming, Full-Stack, Anywhere (100% Remote) Only", Springboard ,"San Francisco, CA",https://www.springboard.com/,"The OpportunitySpringboard runs an online, self-paced Software Engineering Career Track in which participants learn with the help of a curated curriculum and 1-1 guidance from an expert mentor. Our mentor community - the biggest strength of our programs - comprises some of the best software engineering experts in the field.If you are as passionate about mentoring as you are about software engineering, and can give a few hours per week in return for an honorarium, we would love to hear from you.Please reach out to us with any questions at mentors@springboard.com The ProgramCompletely online and self-pacedStudents become proficient in Software Engineering with the help of a curated online curriculum and project-based deliverablesCoursework is made up of 800+ hour expert-curated curriculum in partnership with Rithm SchoolOn average, students finish in 9 monthsStudents are working professionals from all over the world, dedicated to switching careers into Software EngineeringStudents have a weekly 30-minute checkin with their mentor to discuss questions, projects, and career advice!Youare as passionate about teaching coding as about software engineering itselfare proficient in the topics covered in our Software Engineering Career Track and are fluent in technologies such as HTML, CSS, JavaScript, React, Python, Flask, SQL, Data Structures and Algorithmshave at least 3+ years of relevant work experience are available for weekly, 30-minute video check-ins with students to help them set and achieve learning goals, answer subject matter questions, provide feedback on projects, and offer career advicehave experience critiquing work, in particular giving meaningful feedback on web development, and are able to think on your feet quicklyare empathetic and have excellent communication skillsBenefitsReceive a monthly per-student honorariumMembership in a rich community of expert mentors from great companies like AirBnB, Uber, Google, and PivotalChange the lives of students in our programHelp us revolutionize online education and inspire the next generation of software engineers!Work at your convenienceWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.learningdollars.com/client/select_engineers/?crid=2043
2020-07-03,"['.NET', 'C', 'C++', 'DeFi', 'HTTP', 'REST']","Freelance C++ Developer – Remote, Full-time","Contract, Programming, Full-Stack, Anywhere (100% Remote) Only", Toptal ,"Wilmington, DE",https://www.toptal.com/?utm_source=online_job|weworkremotely.com&utm_medium=talent,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms. Freelance work is defining the careers of today’s developers in exciting new ways. If you’re passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift. Toptal is an elite talent network for the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions. That’s why the world’s top 3% of developers choose Toptal. Developers in our elite network share:English language proficiency3+ years of professional experience  Project management skillsA keen attention to detail Curious to know how much you could make? Check out our C++ developer rate calculator. If you’re interested in becoming part of the Toptal network, take the next step by clicking apply and filling out the short form:  https://topt.al/mAc2eb  ",https://www.learningdollars.com/client/select_engineers/?crid=2197
2020-07-02,"['AWS', 'Agile', 'Angular', 'C', 'CSS', 'Git', 'Go', 'HTML', 'JIRA', 'Java', 'JavaScript', 'Postgres', 'Postman', 'SCRUM', 'SQL', 'Swift', 'Trello']",Mobile/Web Developer,"Full-Time, Programming, Front-End, North America Only", TripCraft ,"Boston, MA",http://www.tripcraft.com,"Looking for an experienced (preferably full stack developer) that can build and help design great B2B web/mobile applications.  This is a 2-6 month contract position with a possibility of full-time employment if everything works out.You MUST be able to work and communicate via Slack during normal Eastern time zone business hours.  No agencies.  Looking for an independent contractor, preferably based in North America, that speaks fluent English.Please provide your preferred compensation and contract term with your resume.You will be working with small team developing desktop and mobile travel applications that utilize innovative features and technology.  All of our apps utilize AWS cloud services for data management and hosting, along with web-based consoles to manage app content and capabilities. Therefore, you must have a strong working knowledge of both mobile and desktop apps, APIs, and how they work together.  You must be a great communicator and able to speak fluent english.  You must be available during normal EST working hours for scrums, meetings, etc.  You must be able to work with minimal supervision and specifications as we are an Agile / Remote organization and don't have the ability to provide constant oversight.   REQUIRED EXPERIENCE / SKILLS :Angular, HTML, CSS, JavascriptSlackJira / TrelloGithubJSON APIsPostman for API testingGood design senseHELPFUL EXPERIENCE / SKILLS :iOS - ObjC and SwiftAndroid - JavaPostgreSQLRoRAWS",https://www.learningdollars.com/client/select_engineers/?crid=2198
2020-07-02,"['Bootstrap', 'C', 'DevOps', 'Excel', 'Git', 'Go', 'Java', 'JavaScript', 'MySQL', 'PHP', 'REST', 'RSpec', 'React', 'SQL', 'Scala', 'Vue.js', 'Webpack', 'Woocommerce', 'Wordpress', 'Zapier', 'jQuery']",Senior WordPress Developer,"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", Formidable Forms ,"Draper, UT",https://formidableforms.com,"As a WordPress Developer, you're responsible for Making Stuff Go. You will build infrastructure to create new features, improve existing code, squash bugs, and help us rapidly scale our platform.You will primarily be working in our product team.Interested? See ""How to Apply"" below to learn more before applying. To love this role, here’s the type of person you are:You’re a self-starter who loves taking initiative and seeing things through from conception to completion. Our developers often ""own"" features/tasks and are responsible for scoping, development, and testing.You're an excellent communicator, fluent in both verbal and written English, who makes sure nothing slips through the cracks. We believe communication is critical and there is no such thing as over communicating.You have the curiosity and desire to learn and grow your skills.You're passionate about leaving your mark on the web for all to see and are excited to work on tasks that impact thousands of users.You take pride in the quality and craftsmanship of your work rather than just doing it to get it done.You're a team player who is comfortable working alongside and helping other developers, and you don't take critical feedback personally.You're happy jumping between front-end and back-end development tasks, or tackling tasks which require both.You're happy working on tasks of all sizes - from small bug fixes and enhancements to large features/rewrites.Common responsibilities include (but are not limited to):Triaging bugs and small enhancements that come into GitHub.Scoping, writing, and testing new product features and add-ons.Refactoring legacy code with a particular attention to backwards compatibility.Providing feedback and peer review for other developers (Github PRs).When tickets are escalated, debug customer issues in our help desk.Here are some skills that will come handy:Professional experience with WordPress plugin development, architecture, and standards.Advanced proficiency with PHP and MySQL, including modern PHP practices (OOP, autoloading, traits, interfaces, etc).String familiarity with JavasScript (vanilla JS, jQuery, etc).Ability to use and extend build tools like webpack.Familiarity with package managers such as NPM.Experience working with third-party APIs (Eg Stripe, MailChimp, Zapier, etc).Competent with version control through git and GitHub.The ability to iterate and ship ideas quickly.Exceptional troubleshooting skills.Ability to keep complex ideas and features simple. (Simplicity is a core value!)Previous freelance or remote work experience.Bonus points if you also have:Advanced proficiency in JavaScript frameworks like VueJS or React.Experience with e-commerce platforms or related APIs (WooCommerce, Stripe, PayPal, etc).Experience with DevOps or infrastructure management.What we offerWorking for a fast-growing bootstrapped company is a rare opportunity, one we consider a lifestyle choice rather than a job choice. Our positions are challenging, but also come with amazing advantages and fulfillment to those who earn them. Here’s what we offer.Competitive Salary.Work from your home. We’re spread out all over the world – United States, Africa, Ireland, Philippines, and more.Unlimited PTO after 60 days of employment. We encourage employees to take the time they need for vacation, to stay healthy, and to spend time with friends and family.We happily provide or reimburse software you’ll need as well as books or courses that promote continued learning.We give you the opportunity to solve challenging and meaningful problems that make a difference.Ability to work with some of the best people in the business through frequent interactions.And in case you were wondering: no politics, no b.s., and no jerks.LocationThis is a remote position - our team is spread around the globe! Our home base is in Utah, USA, so company operating hours are 9am - 5pm MST (UTC -7). While full coverage is not a requirement, you must be available during a portion of the day.Inclusion StatementAt Formidable Forms, we strive to have the broadest possible view of diversity, going beyond visible differences to include the background, experiences, skills, and perspectives that make each person unique. Formidable Forms is proud to be an equal opportunity workplace and is committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, Veteran status, or any other basis protected by federal, state, or local law.​How to apply?If all of this sounds interesting, then please submit your application!Also note, don't forget to proofread before submitting. Check spelling, capitalization, etc. This is your chance to make your application stand out :)We won’t be able to individually respond to all applications, but if we feel you’re a strong match, someone will be in touch shortly. Qualified candidates will be asked to do a simple code challenge.Thanks and we look forward to hearing from you!",https://www.learningdollars.com/client/select_engineers/?crid=2199
2020-07-02,"['AWS', 'C', 'DynamoDB', 'Excel', 'Git', 'Go', 'GraphQL', 'Java', 'JavaScript', 'Microservices', 'Python', 'React', 'Security', 'Typescript']",Full Stack Engineer,"Full-Time, Programming, Full-Stack, USA Only", Equips ,"Brookfield, WI",http://www.equips.com,"We're hiring! If you are a motivated, multi-talented software engineer who loves to learn and loves a good challenge - this could be a great fit for you.It is an exciting time to come on board as we are building a brand new platform using cutting-edge cloud technologies to support our customers' need for top of the line equipment maintenance solutions. That's where you come in; we need an innovative and energetic engineer to join our team and help us execute some big visions. This opportunity can have high growth potential, so be ready to make an immediate and meaningful impact.Our StackReact webappServerless GraphQL API built on JavaScript/TypeScript and Python lambdasDynamoDB, ElasticSearch, and S3 datastoresProblems we're solvingSecure, automated equipment managementWeb/API integrations of all kindsUsing technology to keep service customers and providers in sync across the service lifecycleComputerized image recognition and parsingBuilding a first-class user experienceWhat you will doWork with top technologies as a part of a team to build high quality features and functionalityDo your best work – build software that customers loveTry new things with the support of strong mentorshipWork hard, play, and learnRequirementsDrive for excellenceCommitted to doing the right thingPositive attitudeTeam-oriented but with an ownership mentality2+ years experience in software engineeringExperience with modern frontend frameworks such as ReactExperience building APIs or microservices as part of a cloud-native web application (experience in serverless and AWS is a big plus)Experience with database development (distributed database experience strongly preferred)Strong automated testing skillsKnowledge of security best practicesExperience with Git",https://www.learningdollars.com/client/select_engineers/?crid=2200
2020-07-02,"['.NET', 'Bootstrap', 'C', 'CSS', 'Git', 'HTML', 'Heroku', 'Java', 'JavaScript', 'Laravel', 'PHP', 'REST', 'Scala', 'Symfony', 'Webpack', 'Wordpress', 'jQuery']",WordPress Developer,"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", MemberPress ,"Cedar City, UT",https://memberpress.com,"ResponsibilitiesTroubleshoot issues and create detailed bug reports. This will include about 1-2 hours of support per day.Develop WordPress plugins primarily using PHP.Solve complex problems in simple ways.Solve bugs and address client issues in a fast-paced environment.Test solutions across multiple browsers and platforms in a local testing environment.When tickets are escalated, answer technical support questions about MemberPress in our help desk.Continue learning and building on your programming languages in order to provide the best customer experience in the tech industry and contribute to our plugins.Bring new ideas to the team in order to help our business continue to grow.Here are some skills that will come handy:Expert skills in PHP, JavaScript, jQuery, WordPress, HTML, CSS, and REST APIs. Demonstrate an understanding of code. Know how to use your browser developer tools to diagnose and debug a problem.These skills aren't required but are a plus: Experience with payment gateway API's such as Stripe & PayPal, PHP frameworks like Laravel & Symfony, hosted Web-App platforms like Heroku and of course, experience developing with any of our products.Experience using GitGreat English writing skills. You'll be writing and communicating with clients and other team members primarily in writing. Clear and effective communication is key.Self-driven work ethic. You need to be a self-starter who loves taking initiative and seeing things through to completion. We have a small team so each member has a lot of responsibility and a lot of involvement in the direction our company takes.The ability to iterate and ship ideas quickly.Ability to use and extend build tools like webpack.Familiarity with package managers such as NPM.Curiosity and the desire to learn. Creative ideas and involvement with our clients fuel the growth of our company. We also need team members who are able to efficiently find answers to their questions.A dependable work environment. Since you'll be working from home, you'll need a reasonably fast computer and a reliable high ­speed internet connection.Must be comfortable with customer-facing roles including support and documentation.Ability to keep complex ideas and features simple.What we offer:Working for a fast-growing bootstrapped company is a rare opportunity, one we consider a lifestyle choice rather than a job choice. Our positions are challenging, but also come with amazing advantages and fulfillment to those who earn them. Here’s what we offer.Competitive Salary.Flexible Schedule – Work from your home.We encourage employees to take the time they need for vacation, to stay healthy, and to spend time with friends and family.We happily provide or reimburse software you’ll need as well as books or courses that promote continued learning.We give you the opportunity to solve challenging and meaningful problems that makes a difference.Laptop at your five year anniversary.We cover all costs of company travel (including our annual all-company retreat and mini-team meetups).Ability to work with some of the best people in the business through frequent, if not daily, interactions.And in case you were wondering: no politics, no b.s., and no jerks. ",https://www.learningdollars.com/client/select_engineers/?crid=2201
2020-07-01,"['.NET', 'C', 'CSS', 'Excel', 'Go', 'HTML', 'Java', 'JavaScript', 'MySQL', 'PHP', 'SEO', 'SQL', 'Security', 'Shopify', 'Wordpress', 'jQuery']",Superstar Full-Stack Developer /// Your Work Will Be Seen By Millions,"Contract, Programming, Full-Stack, Anywhere (100% Remote) Only", Country Rebel ,"Ashland City, TN",https://countryrebel.com/,"TRMI Inc (aka Country Rebel) is a multimedia enterprise with a diverse portfolio of entertainment websites. Our flagship brands are Country Rebel, Society of Rock, World War Wings, and DIYJOY. We specialize in news/media, e-commerce, and acoustic music productions.www.countryrebel.comwww.societyofrock.comwww.worldwarwings.comwww.diyjoy.comSeeking a true superstar developer we can grow with long-term. Must be a ""jack of all trades"" when it comes to Shopify + Wordpress + ECommerce + PHP + MySQL. Full stack development skills required.We are open to either contract or full-time arrangements.CORE JOB RESPONSIBILITIES:*** Full stack development for Wordpress + Shopify + Proprietary Applications*** Knowledge of ""responsive"" web design and ability to create excellent UX/UI for all platforms*** Fully versed in APIs + building custom applications*** Generate/update WordPress themes and plugins*** Manage the website back-end including database and server integration*** Optimize on-page elements for page speed, and mobile-friendliness*** Ad network implementation and optimizations: Google AdSense, Ad Manager, GumGum, Outbrain, etc*** Facebook applications and ""Instant Articles"" configurationSKILLS & QUALIFICATIONS:­+ PROVEN work experience with building custom Wordpress and Shopify websites.+ ­PHP, JavaScript, JQuery, HTML, HTML5, CSS, CSS3, Web Programming Skills, E-Commerce, cross-browser compatibility, Web User Interface Design (UI), Security Principles, API'sADDITIONAL SKILLS DESIRED:+ Knowledge of SEO, Google Webmaster Tools, social media optimizations+ Ad stack management: optimize website layouts for maximum revenue potential+ Thorough knowledge of sales funnel creation / split-testing software / web analytics+ Strong design skills are a BONUS but not required",https://www.learningdollars.com/client/select_engineers/?crid=2202
2020-07-01,"['.NET', 'AWS', 'C', 'Cocoa', 'Data Engineering', 'Excel', 'Git', 'Go', 'GraphQL', 'Java', 'JavaScript', 'MySQL', 'Python', 'REST', 'React', 'Ruby', 'RxSwift', 'SQL', 'Swift', 'Vue.js']","Mobile Software Engineer, iOS (Swift)","Full-Time, Programming", Doximity ,"San Francisco, CA",http://www.doximity.com,"Doximity is transforming the healthcare industry. Our mission is to help doctors be more productive, informed, and connected. As a software engineer, you'll work within cross-functional delivery teams alongside other engineers, designers, and product managers in building software to help improve healthcare. We put mobile first. We have built and maintain a suite of fully-native iOS and Android apps that healthcare professionals use on a daily basis to increase productivity and provide better patient care.  We have just released our brand new flagship iOS app! It was re-designed and re-architected from the ground up, with an entirely new code base written 100% in Swift. Click here to see more information about our stack. We have several interesting projects in the pipeline and are looking for a talented iOS Software Engineer to join our growing team of 9 iOS engineers. Doximity is based in San Francisco, CA. We are a remote first team therefore remote US applicants are more than welcomed. Our team brings a diverse set of technical and cultural backgrounds and we like to think pragmatically in choosing the tools most appropriate for the job at hand. One of Doximity's core values is stretching ourselves. Even if you don't check off all the boxes below we encourage you to apply. Doximity is full of exceptional people that don't fit a mold, join us! About You You have a strong software engineering background and are proficient in SwiftYou have professional experience developing software for the iOS platformYou have experience with Functional Reactive Programming using ReactiveSwift, ReactiveCocoa, RxSwift, or other FRP frameworksStrong computer science fundamentals: data structures, memory management, concurrencyYou are able to self-manage and have impeccable follow-throughYou are an clear communicator able to get your point across concisely and cohesivelyYou have the desire to teach others how to excel as software engineersAdditional Nice to Haves You have an understanding of various mobile architectural patterns (MV*, VIPER)You have used technologies such as SwiftUI, Combine, ReSwift, GraphQL, or ApolloYou are able to leverage Instruments to troubleshoot memory leaks and slowdowns in app performanceYou have used Cocoapods for dependency management in your own projectsYou have experience with Core Data, Realm, or other forms of persistent storageYou are well-versed in Auto Layout and can build complex layouts using UIKitHow You'll Make an Impact You'll collaborate with a team of product managers, designers, QA, and other developers to drive mobile projects from beginning to endYou'll be included in decision-making and will weigh in on balancing factors like scope, complexity, and timingYou'll architect your code in a way that encourages and allows for flexible, modular, and reusable codeYou'll encourage growth within the team by participating in mentorship, knowledge sharing, and thorough code reviewsYou'll help keep our apps robust by writing tests, monitoring, reporting, and troubleshooting bugsBenefits & Perks Generous time off policyComprehensive benefits including medical, vision, dental, Life/ADD, 401k, flex spending accounts, commuter benefits, equipment budget, and continuous education budgetPre-IPO stock incentives.. and much more! For a full list, see our career pageAbout Us Here are some of the ways we bring value to doctorsOur web applications are built primarily using Ruby, Rails, Javascript (Vue.js), and a bit of GolangOur data engineering stack run on Python, MySQL, Spark, and AirflowOur production application stack is hosted on AWSWe have over 350 private repositories in Github containing our applications, forks of gems, our own internal gems, and open-source projectsWe have worked as a distributed team for a long time; we're currently about 70% distributedFind out more information on the Doximity engineering blogOur company core valuesOur recruiting processOur product development cycleOur on-boarding & mentorship processWe’re thrilled to be named the Fastest Growing Company in the Bay Area, and one of Fast Company’s Most Innovative Companies. Joining Doximity means being part of an incredibly talented and humble team. We work on amazing products that over 70% of US doctors (and over one million healthcare professionals) use to make their busy lives a little easier. We’re driven by the goal of improving inefficiencies in our $3.5 trillion U.S. healthcare system and love creating technology that has a real, meaningful impact on people’s lives. To learn more about our team, culture, and users, check out our careers page, company blog, and engineering blog. We’re growing fast, and there’s plenty of opportunities for you to make an impact—join us! Doximity is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",https://www.learningdollars.com/client/select_engineers/?crid=2203
2020-07-01,"['.NET', 'Agile', 'Bootstrap', 'C', 'Computer vision', 'DevOps', 'Docker', 'Flux', 'Git', 'GraphQL', 'Java', 'JavaScript', 'Jenkins', 'Kubernetes', 'Machine learning', 'MySQL', 'Python', 'REST', 'RSpec', 'React', 'React native', 'Redis', 'Ruby', 'Ruby on rails', 'SCRUM', 'SQL', 'Speech recognition', 'Swift', 'UX Design', 'dbt']",Ruby on Rails Developer (5+ years),"Full-Time, Programming, Anywhere (100% Remote) Only", Power Home Remodeling ,"Suburban Philadelphia, PA",http://www.powerhrg.com,"Ruby on Rails Developer (5+ years)Power is seeking a full stack Ruby on Rails developer with 5+ years of experience to join our team.  We are reinventing the home remodeling industry and to do that, we need a web application platform that supports our people, our ingenuity, and our growth.  At Power, you will have the opportunity to work on challenging technology problems and design solutions that are lasting, sustainable and positive. You will be part of a cross-functional Scrum team and get to work alongside other top talent, including our growing team of application architects, UX designers, engineers and awesome developers. You will be empowered to make decisions and enjoy great latitude in choosing the right tools and methods for the job. As an experienced developer, you will be expected to bring your knowledge to help us build and deliver highly visible products and help grow and mentor other team members.Come be part of an amazing team and see what it’s like to brag about where you work. What we do here At Power, our technology team builds a custom suite of products that run our entire business. We create and deploy complete solutions for marketing, sales, operations, finance and more. We even have a custom communications platform that connects everyone in the company. We use cutting edge technologies like augmented reality, computer vision, machine learning, speech recognition and processing, geospatial data and a variety of mobile platforms. We enjoy all the benefits of a startup to move fast, ship rapidly and iterate quickly, but within an established organization that is well-funded and profitable. We get to dip our toes in many different, fascinating areas and solve unique, challenging problems that could on their own be standalone apps or companies. We’re a tech powerhouse hidden inside a remodeling company. We value diversity of all types at Power and our team is made up of a kind, thoughtful group of people with a wide range of backgrounds. We actively try to find people with different perspectives and experiences to the ones we already have. Power has been awarded Computerworld’s Best Places to Work in IT, Fortune Magazine’s #1 Workplace for Millennials, one of Glassdoor’s Best Places to Work, one of Inc. 5000’s Fastest Growing Private Companies, and Philadelphia Magazine Coolest Companies. Required Qualifications 5+ years Rails experience  2+ years of experience mentoring and growing other developers Strong knowledge of agile development methodologies  Proven track record of delivering quality work on timeEnjoy working with product specialists and end-users to understand requirementsSolid communication, collaboration and mentoring skills to work with a range of colleagues from product specialists and end-users, to UX designers and other developersStrong interest in continued personal and professional development, inclusive of learning new programming languages and technologies Experience incorporating automation and integration testingPreferred ExperienceWeb frontend: React, Bootstrap, GraphQLWeb backend: Rails, ResqueMobile frontend: React NativeDatabases: MySQL, Redis, LDAP, ElasticSearch, InfluxDBTeam: Scrum, Git, GithubDevOps: Docker, Kubernetes, JenkinsLanguages: Ruby, Python, Javascript, SwiftBenefitsFull medical, dental, life and disability insurance plans that can be tailored to your specific needs and the needs of your familyA competitive 401(k) retirement savings program matched by PowerCompetitive salaryAll the tech you need - We'll pay for whatever hardware and software you need to work and make sure you're regularly upgraded to the latest versionsPersonal development - Personal development books, courses and conferencesPaid parental leave - When the time comes to welcome a new member of the family, we offer paid parental leave3 events per year focused on internal development and improvementLocation Remote, preferably within 3 hours of EST.",https://www.learningdollars.com/client/select_engineers/?crid=2189
2020-07-01,"['AWS', 'C', 'Docker', 'Git', 'Go', 'Linux', 'Postgres', 'REST', 'Ruby', 'Rust', 'SQL', 'Terraform']",Senior Backend Engineer,"Full-Time, Programming, Back-End, Europe Only", ChartMogul ,Berlin,https://chartmogul.com/,"What will you be doing?As with many young companies, your responsibilities will change over time. However, here are some of the responsibilities we expect you to take on as a Senior Backend Engineer:Gathering and processing large volumes of data, you'll play a meaningful role in improving a backend that processes very high volumes of raw data.Supporting the rest of the team in squashing bugs and improving the quality of our main Rails application.Contribute to technology strategy – we will decide together how to evolve our data processing pipeline using technologies that fit our purposes.Mentor junior members in the team, e.g. by reviewing their pull requests while providing constructive feedback, helping them when they have questions, as well as more pro-active mentoring sessions.Stay up to date with the latest trends in technology.RequirementsSounds interesting? Here’s what we’re looking for:ProfessionallyYou have 5+ years of experience developing high traffic web applications.Strong experience with data processing, we use PostgreSQL for almost everything.Knowledge of multiple programming languages. Right now we use Ruby-on-Rails, Rust, and Go with Gin.Good knowledge of cloud environments, particularly AWS and DigitalOcean.Strong knowledge of the fundamentals of software development – how to structure programs and decompose problems, when to apply patterns, and understand to select the right paradigm for a task.Next to speaking English fluently, you are able to understand and translate business requirements into clearly articulated technology solutions.Nice to Have:Experience with stream processing tools (Apache Storm, AWS Kinesis etc.)Knowledge of CI/CD systems and practicesGood knowledge of provisioning and orchestration tools. We presently use SaltStack and Terraform.Good knowledge of Linux system administration, preferably Ubuntu.Experience with Docker and service discovery layers/consensus systems (Consul, etc.)BehaviourallyPassionate about programming. You know how to run code, not just write it.Pragmatic, and know when to be hands-on and enjoys taking the lead in challenging situations.Excited to learn new technologies and best-practices.Always up for pairing and tackling problems with your colleagues.Eager to learn, contribute to design and architecture decisions, and inspire change.What is it like to work at ChartMogul?You’ll join the adventures of an early stage company and experience what it means to have a job that’s incredibly impactful.You’ll become part of a team of nice, awesome and highly dedicated people that all have the same mission: Helping companies to build better businesses.You’ll receive a great salary pack (market or upmarket).Please note, we are not accepting applications from US/UK residents at this time",https://www.learningdollars.com/client/select_engineers/?crid=2204
2020-06-30,"['.NET', 'C', 'CSS', 'Excel', 'Go', 'HTML', 'Ionic', 'Java', 'JavaScript', 'MongoDB', 'REST', 'React']",Full Stack Software Engineer,"Full-Time, Programming, Full-Stack, Anywhere (100% Remote) Only", Clipboard Health ,California,http://www.clipboardhealth.com,"Clipboard health's engineering organization is nascent yet seasoned through the responsibility of maintaining heavy usage and growing noteworthy revenue through the products and features that it has built and maintained. Clipboard health has nonetheless only scratched the surface in the space of products and experiences for its users and is thus growing very rapidly.As a software engineer at Clipboard you will be joining a small organization where your voice will be heard yet carries a large business responsibility. You will not be building things with the hope that people need it but rather filling the desperate needs of our users while innovating in ways they didn't even know they were needing. You'll have to be adaptable, learn quickly and have a interest understanding technical tradeoffs deeply.You'll additionally be expected to understand the business and user needs that you are solving with the features that you are building. As you'll be the on the frontlines of getting the feature delivered to customers you are expected provide input while you build features in the case that there are better solutions or other considerations that you believe are important that may have not been explicitly asked of you.Responsibilities- Quickly understand new technologies and lead technical decision making- Develop critical projects, working with other web engineers.- Be directly involved in the entire development lifecycle of improvements to existing and launching of new Clipboard Health products- Work with your team to improve our delivery processes and advocate for building maintainable, high quality code in a distributed codebase.- Work with React, Node, MongoDB, Ionic- Minimum Qualifications- 5+ years of software engineering work experience- 5+ years experience coding in Javascript- Have 2+ years of experience working remotely as an engineer on a distributed team- Care deeply about the details in both well-crafted code and user-facing ships- Excellent knowledge of: Node, React, MongoDB- Strong knowledge of JavaScript (ES5, ES6), the DOM, HTML, CSS.- Have excellent documentation and communication skills.",https://www.learningdollars.com/client/select_engineers/?crid=2205
