posted_date,skills,job_name,job_type,company_name,description,ld_link
2020-07-24,"['C', 'Data visualization', 'Excel', 'Go', 'Rust', 'SQL', 'Security']",Senior Advanced SAS Programmer \ Developer (Insurance Claims Analyst),"Full-time, Contract",Pinnacle Solutions Inc,"Pinnacle Solutions, Inc. is seeking a highly experienced Senior Advanced SAS Programmer \ Developer (Insurance Claims Analyst) as an addition to our elite SAS Consulting Team for one of our Clients - a large Insurance Provider, located in Wisconsin for a 10-Month Contract (with possible extension), Full-time, Remote, Start Date in August 2020.

NOTE! Candidate - please specify a desired HOURLY rate in application questions.

DESCRIPTION & RESPONSIBILITIES
Pinnacle Solutions is seeking a full-time SAS Senior Advanced Developer with strong Insurance provider claims domain experience to work with our client, an Insurance client in Wisconsin.
QUALIFICATIONS – ESSENTIAL
A minimum of Bachelor’s degree in Mathematics, Computer Science, Business Administration, or a related field is required and equivalent work experience required.
Successful candidates will possess:
The Customer requires a Senior Advanced Base SAS programmer. Insurance claims processing experience. Essential duties and responsibilities include the following, with hands-on, proven experience with SAS programming to maintain and develop advanced SAS coding techniques to write maximum efficient and performance optimized code. Experience working with and manipulating large data sets.
Experience developing SAS program and content with SAS 9.4 including:
6+ years of SAS programming, data architecting and technical design.
3‐5 years Actuarial experience with 4‐6 CAS exams passed is preferred, client is open to someone who does not take exams if they have a well-suited background and skillset. 2
5+ years of RDBMS development experience, must demonstrate an intermediate to strong level of knowledge. MS SQL Server experience is preferred.
Lead and/or actively participate in SAS knowledge-sharing activities.
Be proficient in Base SAS programming (DATA step), SQL programming (i.e., use of SQL pass-through or PROC SQL), as well as the SAS Macro language for use in making code more efficient.
Good written and spoken communications skills in English and thought-leadership skills.
Leveraging and utilizing SAS Output Delivery System (ODS) to MS-Excel experience is required.
Experience with excel
Ability to learn new software/programs/templates
Experience with the Guidewire application (optional, but preferred)
Ability to communicate with non‐technical audiences
MAJOR RESPONSIBILITIES/ACTIVITIES
Services may include focus on and require the Consultant to:
Identification of claim data fields used today – Identify the specific claim data fields that will be required by Actuarial in the new data source. Review listing of current SAS programs owned by Actuarial.
Predictive Model Integration to new claim system data – Ensure that the accuracy of the claim count retrievals is maintained across all claim data sources (new and old).
Testing of the new claim system data source – Ensure that all required fields are in the new data source and a holistic view of all claim data remains intact after migrating data to the new data source.
New claim system data integration – Update the Actuarial team’s SAS programs that utilize claim data fields so that they are integrated with the new data source.
Other projects requiring Actuarial resources ‐ dependent on skillset.
Apply and demonstrate expertise with efficient DATA step, SQL programming, SAS Macro programming, ODS, Reporting and Summary procedures and SAS Array processing.
Must have project experience with implementing advanced SAS coding techniques to optimize performance and have developed best practices for efficient coding due to constraints of hardware storage and memory.
Must have project experience with sophisticated Base SAS development for performance enhancement and advanced SAS Dataset storage best practices.
Project experience with efficiently handling and managing large volumes of data.
Have good oral and written communication skills.
Lead and/or actively participate in SAS knowledge-sharing activities.
Must be able to read, and understand existing coding and processing to troubleshoot and resolved issues as they arise.
Demonstrate the ability to work with little direct supervision; Excellent troubleshooting skills; Imaginative, inquisitive, with a self-motivating personality and a strong work ethic; Customer focused demeanor.
Gathering data requirements and designing/developing the Data Warehouse/ Data Marts
Performing analytical and programming activities including analysis, design, development, testing, implementation, and documentation of integrating the data management solutions
Designs and develops reusable software modules that meet customer requirements while upholding high standards of reliability, security, maintainability, and performance.
Enhances client’s data marts and the enterprise data warehouse by working closely with internal and external teams. Participates in strategic planning to improve the organization’s ability to produce reports and data requirements for end-users.
Provides production, development, QA support and performance tuning as needed to meet project deadlines.
Advises management on how products and processes could be improved. Identify and evaluate industry trends in Analytical systems to serve as a source of information and advice for upper management.
Must be able to read, and understand existing coding and processing to troubleshoot and resolved issues as they arise.
Must be able to perform both production support role as well as new development tasks.
Creates ‘Best Practices’ guidelines for creating and maintaining SAS projects/programs; participate in peer reviews for designs, code, and other work products.
Provides production, development, QA support and performance tuning as needed to meet project deadlines.
Leveraging this for processing, developing, maintaining and analyzing data and data preparation and validation routines to support the reporting of clinical measures and financial initiatives and cost information for managed care organizations;

DETAILS:
LOCATION(S): Remote (Client: Wisconsin)
WORK TYPE: 10-Month Contract (possible extension)
WORK MODEL: Full-time, M-F, 40 hours per week,
RATE: DOE

Pinnacle Solutions is a trusted SAS Gold Alliance & Resell Partner, an Amazon Web ServicesAdvanced Consulting Partner, and creator of the Pinnacle Backpack,™ an all-in-one, unprecedented, and must-have specialized toolkit solving all our client’s data demands. To attract the most sought-after, elite SAS & all other technology professionals, we specialize in flexible career models with above-market compensation. Our specialists serve as a member of our internal development team, or they may provide on-site or remote consulting expertise for our key Client positions. Our mission is to empower organizations to analyze and interpret the “mountain of data” that they collect and utilize to improve business outcomes, support decision-making, and enable process improvements – from data management and integration to data visualizations and predictive analytics. Join our talented and elite Consulting Team now by applying to this job posting or contact us via email at hr@thepinnaclesolutions.com and learn more about us at thepinnaclesolutions.com.
Powered by JazzHR
H37zCwK4qZ",https://www.learningdollars.com/client/select_engineers/?crid=2081
2020-07-22,"['.NET', 'C', 'Git', 'Go', 'Python', 'RSpec', 'Security']",BASICS Consultant: Testing & Release Manager,"Part-time, Contract",Internews,"The BASICS Specialist: Testing & Release manager will work closely with Tahoe-LAFS to improve processes around testing, issue triage and releases, and to nurture and grow a community of developers and contributors that will further long-term sustainability for the tools. Tahoe-LAFS is an open source software tool that supports at-risk journalists and human rights organizations; their team is participating in Internews' BASICS project.
About BASICS Specialists:
Internews' BASICS project (Building Analytical and Support Infrastructure for Critical Security tools) is improving the sustainability of critical open source privacy and security tools by building ties between tool teams and the communities they serve. Many powerful and widely used open source security and privacy tools are maintained by individuals or small groups of volunteers who are often under-resourced, lack the ability to receive grant funding, and do not have the means to hire additional support to advance their projects' goals.
Internews will place skilled individuals with open source tool teams as contributing specialists who will help address tool needs. Contributing specialists will be supervised and supported by Internews and connected with a partner from the tool team(s) for mentoring and coordination.
Internews is a very diverse organization globally. We value the perspectives that result from the inclusivity of different voices, and the foundation of our work is to support free and open communications between all people. We are an organization of dynamic, mission-driven individuals who are passionate about our core values and about supporting positive change in the world. We pride ourselves on our commitment to innovation and flexibility. We are an EEO employer and strongly encourage people from all backgrounds to apply for any of our open positions.
SCOPE OF WORK

This is a paid position on a 6-month part time contract. The Specialist will be expected to work approximately 20 hours per week contributing to activities such as the following:
Process Improvement

Support improvements in the release process, including:
Developing new release processes to match new infrastructure
Developing documentation detailing the release process
Automating the release process
Support improvements in the test suite, particularly to increase the speed of testing
Conduct code reviews and other testing techniques as determined by the open source team
Perform other tasks as required by the open source tool team

Improve Onboarding of New Contributors

Develop onboarding process and quick-start guide for new contributors
Help establish baseline metrics for community health
Review, organize, and curate old issues to make them accessible for external contributors to resolve
Help triage issues with emphasis on community contributions

Documentation Improvements

Conduct an audit of existing documentation available for contributors on wiki and website
Write new and improve existing documentation
Document team roles and responsibilities and decision-making process publicly

QUALIFICATIONS

Required:
Experience contributing to Open Source tools and familiarity with collaboration platforms like GitHub or GitLab
Working knowledge of Python
Strong writing skills
Enthusiasm for community engagement

Preferred:
Experience in technical writing and information architecture
Experience with reproducible builds and testing
Prior experience in community management roles
Lived experience in Internet environments facing challenges emerging from electricity and bandwidth limitations, censorship, surveillance, and other oppressive, anti-open-internet activities.

The Specialist should demonstrate enthusiasm for Open Source software, excitement to learn, and commitment to freedom of speech and journalist safety.
About Tahoe-LAFS

Tahoe-LAFS is a Free and Open decentralized cloud storage system which distributes data across multiple servers. Even if some of the servers fail or are taken over by an attacker, the entire file store continues to function correctly, preserving your privacy and security.
To apply, please submit your resume and cover letter. Please enter ‘1234’ in the Annual Salary required field when submitting your application. You will be asked to provide your Hourly Rate before submitting your application.

Back Share
Apply Now",https://www.learningdollars.com/client/select_engineers/?crid=2082
30+ days ago,"['.NET', 'C', 'CSS', 'Excel', 'Git', 'HTML', 'Java', 'Laravel', 'MySQL', 'PHP', 'REST', 'SEO', 'SQL', 'Webpack', 'Wordpress', 'Zapier', 'jQuery']",WordPress Marketing Developer (Remote),"Full-time, Contract",Single Grain,"About Us

Single Grain is a digital marketing agency that works with brands such as Uber, Amazon, Salesforce, Airbnb and more. We also have two podcasts, a software company called ClickFlow and a YouTube channel.
Single Grain is looking for a WordPress Developer to work on three of our properties: Single Grain, Leveling Up and Marketing School (1.2M podcast downloads/mo). This position is a contract role with opportunity for full-time and will be reporting to the Director of Marketing on a weekly basis and as needed.
This is an exciting, dynamic role that involves creating new products and new experiments to drive innovation on our different properties.
Please include in the first line of your cover letter “Wordpress is Cool” or your application will be disqualified.
What You Will Be Accountable For:
Website development and widget implementation
Continuous optimizations on site performance, traffic, and search
Running A/B tests and coding up landing pages/redesigns
Implementing SEO changes and CRO best practices
Provide constructive feedback and adhere to rules and regulations
Maintaining and updating site
Keeping site secure
Collaborate with designers (or can use his/her own network)
To love this role, here’s the type of person you are:
You’re a self-starter who loves taking initiative and seeing things through from conception to completion. Our developers often ""own"" features/tasks and are responsible for scoping, development, and testing.
You're an excellent communicator, fluent in both verbal and written English, who makes sure nothing slips through the cracks. We believe communication is critical and there is no such thing as over communicating.
You have the curiosity and desire to learn and grow your skills.
You're passionate about leaving your mark on the web for all to see and are excited to work on tasks that impact millions of users.
You take pride in the quality if you and craftsmanship of your work rather than just doing it to get it done.
You're a team player who is comfortable working along side and helping other developers, and you don't take critical feedback personally.
You're happy jumping between front-end and back-end development tasks, or tackling tasks which require both.
You're happy working on tasks of all sizes - from small bug fixes and enhancements to large features/rewrites.
Requirements

5+ years experience and strong expertise in PHP/WordPress development
Professional experience with WordPress plugin development, architecture, and standards.
Advanced proficiency with PHP and MySQL, including modern PHP practices (OOP, autoloading, namespacing, traits, interfaces, etc).
String familiarity with JavasScript (vanilla JS, jQuery, ES6, etc).
Ability to use and extend build tools like gulp and webpack.
Familiarity with package managers such as Composer and NPM.
Experience working with third-party APIs (Eg Stripe, Drip, Zapier, etc).
Competent with version control through git and GitHub.
The ability to iterate and ship ideas quickly.
Exceptional troubleshooting skills.
Ability to keep complex ideas and features simple. (Simplicity is a core value!)
Previous freelance or remote work experience.
Expertise in HTML and CSS
Experience with most popular WordPress plugins
Understanding or experience in marketing strategies

Bonus
Experience with learning management systems like Thinkific
Experience with marketing tools (Ahrefs, SEMrush, Drip, etc)
Object-oriented programming (Laravel, etc)
Understanding of landing pages, lead pages
Benefits
Single Grain provides the following benefits below as well as a company culture focused on people and values. We're also on Built In LA's Top Companies to Work for in LA list 2020!

Growth-oriented culture with emphasis on positive communication, transparency and team building
15 days PTO (25 days after 2 years)
Life, health and dental insurance after 90 day probationary period (for full-timers)
Education stipend
Life insurance
A Climate Positive Workforce - check out the Single Grain forest here",https://www.learningdollars.com/client/select_engineers/?crid=2083
30+ days ago,"['.NET', 'Angular', 'Bootstrap', 'C', 'C#', 'CSS', 'ChartJS', 'D3', 'Go', 'HTML', 'Java', 'JavaScript', 'Lean', 'PHP', 'Photoshop', 'REST', 'React', 'Sass', 'UI Design', 'Wordpress']",WordPress Developer,Contract,SymSoft Solutions,"We re looking for a WordPress Developer (Back-End) who is passionate and loves new technologies, and is interested in making a difference. Your mission will be to develop engaging, user-friendly websites and applications, and the associated HTML, CSS and JavaScript.

Requirements
Our Ideal Candidate:
Brings 5 years of professional experience as a WordPress Back-End Developer, or similar role.
At least 5 Years of experience with web development in WordPress
Extensive experience with PHP and HTML5/CSS3
Must have experience developing sites that are compliant with W3C standards, WCAG 2.1 and Section 508 standards.
Can take a Photoshop comp and transform it into clean HTML, CSS, and JS
Experience with LESS or SASS
Should have good experience in working with AngularJS and Bootstrap
Familiarity with task runners like Grunt or Gulp
Strong understanding of browser compatibility issues and how to debug them
Familiarity with JavaScript charting libraries like chart.js or d3.js
should have a strong understanding of mobile, responsive web patterns and UX/UI design.
Bonus Skills:
Familiarity with back-end languages like .Net/C#, Java
Experience in ReactJS
Ability to also double as a web designer
Benefits
Competitive salary and benefits, including Health, Dental, Vision plan and Life Insurance, paid time off and holidays.
Complimentary snacks, soft drinks, teas and coffees.
Cool projects that will get attention.",https://www.learningdollars.com/client/select_engineers/?crid=2084
30+ days ago,"['C', 'CSS', 'Go', 'GraphQL', 'Java', 'JavaScript', 'Nodejs', 'Postgres', 'REST', 'React', 'Typescript', 'Webpack']",Senior Developer," -  Full-time, Contract",Elo Entertainment Inc.,"At Elo Entertainment, we build products that serve a wide variety of gaming communities that serve millions of users. We are a data focused company, committed to serving not only valuable content experiences but also invaluable data insights. In order to do this, our products must be able to interface with complex game environments, and gather and transform raw data into a powerful personal narrative that can tell the story of any player or team. If you love data, and love the challenges that come with expressing that elegantly and are passionate about video games and esports you may be a perfect fit.

As a Senior Developer, you will have the opportunity to work daily with a skilled team focused on building new products, solving complex challenges, as well as bringing new features to life for our diverse communities. You will provide key insights and direction for the evolution of our web facing product platform, as well as provide strategic support in evolving our legacy systems and collaborating on choosing new technologies on which to develop our future products on. You will mentor junior and intermediate developers, and work closely with non-developers in providing feedback on potential features, and timelines.

Requirements
We are looking for Engineers with:
Expert knowledge of Javascript (Typescript is a plus)
Expert knowledge of React and Isomorphic Architecture
Expert knowledge of CSS and CSS solutions (CSS in JS / BEM type approaches, etc)
Strong knowledge of the DOM and web performance profiling, troubleshooting and optimization
Strong knowledge of RESTful APIs, and other API approaches (GraphQL is a plus)
Strong knowledge of Data modelling, Data storage and Data management techniques (Postgres + GCS is a plus)
Strong knowledge of at least one compiled language (Go is a plus)
Strong discipline in time management, passionate about shipping code
Experience with modern Javascript libraries and tooling (Webpack is a plus)
Experience with npm, developing, managing and maintaining packages
Experience working on a team, and mentoring intermediate and junior developers
Fluency with Node.js runtime
Strong verbal and written English skills
Lives and maintains working hours between Central European Time (UTC+1) and Pacific Standard Time (UTC-8)
Has active interest in gaming (single player and console games a plus)
Benefits
Why Elo Entertainment?
Join an established brand, in an exciting growth industry
Work on something you love, learn more about the games and the communities that drive them
Work on production systems at scale that serve millions of people
Work on cutting edge challenges and architecture
Work in a modern technology stack with modern tools
Fully remote: love where you work, live where you want
Compensation:
Within US: full time salaried + benefits
External to US: full time renewable 6 month contract
Salary: 80k - 90k USD
Flexible work schedule & vacation policy",https://www.learningdollars.com/client/select_engineers/?crid=2085
2020-07-14,"['C', 'Drupal', 'Git', 'Go', 'Java', 'JavaScript', 'PHP', 'React', 'Scala', 'Vue.js']",Senior Drupal Developer,Contract,COLAB,"You probably know what a Senior Drupal Developer does, so this is not an exhaustive list of the requirements or responsibilities for the job. This is a description of the types of things Senior Drupal Developers at COLAB do, along with some of the qualities they typically possess. This job description should help you gain an understanding of whether you are a good fit for the role, and if COLAB is a good fit for you.
As an employee at COLAB, your primary responsibility is to collaborate with your colleagues to drive successful outcomes for our clients. Period. How you achieve that will vary from project to project. We hope that prospect is as exciting to you as it is to us.
Requirements
A Day In The Life
As a Senior Drupal Developer at COLAB, you can expect to be doing these types of activities on a regular basis:
Participate actively with the project team to discuss the client’s business needs and develop strategic recommendations for using technology in order to add value to the client’s digital presence
Translate client needs and recommendations into written requirements documentation
Set up, configure, build, and maintain Drupal 8 (soon to be 9) sites
Architect web applications using the Drupal platform
Incorporate modern javascript solutions (Vue.js, React, etc.) into Drupal builds when appropriate
Work within git and gitflow (Github or Bitbucket)
Optimize web applications for maximum speed and scalability
Develop new web application features
Provide maintenance and feature enhancements for Drupal websites
Reliably estimate tasks/deliverables and execute work on time and on budget
About You
Here are some qualities that should ring true for you as a strong candidate for a Senior Drupal Developer role at COLAB:
You have a strong knowledge of implementation using core, contributed, and custom modules
You have a proven history of developing web applications from wireframes, mockups, functional specifications, and other project artifacts
You have the knowledge and ability to implement code using modern PHP development best practices
You take great care in architecting applications to ensure solutions have longevity and extensibility
You have a refined sense for balancing best case engineering with practical solutions
You feel strongly about doing what is best for the client and for their audiences
You are good at finding workable compromises
You do your best work when you collaborate closely with colleagues and clients
You take immense pride in your craft
BONUS: You categorize yourself as a fullstack developer finding comfort in both frontend and backend development

Intangibles
These are the things that no one ever puts on a job description, but always expects, so we’re just going to say it here:
Be nice and friendly to everyone
Treat everyone with respect
Communicate clearly and openly with everyone
Handle tough circumstances with grace
Look for solutions rather than blame
Accept feedback as insight into the work, not as a personal affront
Benefits
Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k, IRA)
Life Insurance (Basic, Voluntary & AD&D)
Paid Time Off (Vacation, Sick & Public Holidays)
Family Leave (Maternity, Paternity)
Short Term & Long Term Disability
Training & Development
Work From Home
Free Food & Snacks",https://www.learningdollars.com/client/select_engineers/?crid=2086
30+ days ago,"['C', 'Excel', 'Lean', 'Multithreaded Programming', 'XCode']",Senior iOS Engineer,Contract,Lohi Labs,"Responsibilities:
Develop native iOS software for iPhone and iPad, using the latest SDKContribute to the architecture of the mobile platform, delivering content to multiple appsContribute to the culture of software craft by building testable code and then testing it.
Requirements
B.S. or M.S. Computer Science or related field preferred
3+ years of object-oriented software development experience
2+ years building complex applications for the iPhone or iPad using Objective-C
2+ years using XCode and InterfaceBuilder to design and implement user experience and creative assets
Experience designing clean and maintainable APIs
Experience and preference for writing unit and functional tests
Experience with multithreaded programming
Experience working with large scale code bases
Can demonstrate working knowledge of using Instruments to tune your application performance
Excellent problem solving, critical thinking and communication skills",https://www.learningdollars.com/client/select_engineers/?crid=2087
30+ days ago,"['.NET', 'AWS', 'Agile', 'Ansible', 'Azure', 'C', 'Cassandra', 'Chef', 'Continuous Integration', 'DevOps', 'Docker', 'Excel', 'GIS', 'Git', 'Go', 'Google Cloud', 'Hadoop', 'HashiCorp Vault', 'Java', 'JavaScript', 'Jenkins', 'Kubernetes', 'Lean', 'MySQL', 'Postgres', 'Puppet', 'Python', 'Rancher', 'Redis', 'Ruby', 'SQL', 'Security', 'TCP/IP', 'Terraform', 'Vagrant', 'iOT']",Senior DevOps Engineer,Contract,New Context Services,"New Context is a rapidly growing consulting company in the heart of downtown San Francisco. We specialize in Lean Security: an approach that leads organizations to build better, safer software through hands-on technical and management consulting. We are a group of engineers who live and breathe Agile Infrastructure, Systems Automation, Cloud Orchestration, and Information & Application Security.

Note: Candidates for this role must reside in the US. We do not sponsor H1-B Visas

As a New Context Senior DevOps Engineer, you will provide technical leadership with a hands-on approach. Our clients look to us to guide them to a solution that makes sense for them, and you should expect to provide thought leadership, design, and implement that solution.

Expect to heavily use Open Source software to take on challenges like delivery of highly secured containers, management of IoT devices or building Big Data ecosystems at petabyte scale and beyond. You will utilize our core methodologies - Agile, Lean, TDD and Pair Programming - along with your fluency in DevOps - to implement robust and reliable systems for our clients.

You will work with our clients and other New Context team members while working from the New Context office, at client sites, or from your home. We foster a tight-knit, highly-supportive environment where there are no stupid questions. Even if you may not know the answer immediately, you'll have the entire company supporting you via Slack, Zoom, or in-person. We also host a daily, all-company stand-up via Zoom, and a weekly company Retro, so you won't just be a name on an email.

At New Context, our core values are Humility, Integrity, Quality & Passion! Our employees live these values every single day.
Who You Are:
A seasoned technologist with 5+ years work experience in a DevOps, SRE, or Continuous Integration role;
Experienced in Open Source web technologies, especially in the areas of highly-available, secure systems;
Accustomed to implementing cloud-based solutions (AWS, Google Cloud, Azure) with significant work experience in public cloud technologies;
Have developed production-quality applications in an Agile environment;
Fluent in one or more high-level languages, ideally Ruby and/or Python;
Familiar with Infrastructure as Code (IaC) and automated server provisioning technologies;
Experienced as a technical lead on technical projects;
An excellent communicator, experienced working with external clients and customers and able to communicate productively with customers to explain technical aspects and project status;
Able to think on your feet and learn quickly on-the-job in order to meet the expectations of our clients;
A great teammate and a creative and independent thinker.
Bonus Points if You Are:
Comfortable as a technically hands-on Project Manager;
Experienced managing teams;
Happy and effective in a consulting role;
Familiar with: TCP/IP, firewall policy design, social engineering, intrusion detection, code auditing, forensic analysis;
A believer in automated tests and their role in software engineering;
Able to translate complex concepts to business customers
We tailor solutions to our customers. You might work on projects using any of the following technologies:
Automation: Chef, Puppet, Docker, Ansible, Salt, Terraform, Automated Testing
Containerization Ecosystem: Docker, Mesosphere, Rancher, CoreOS, Kubernetes
Cloud & Virtualization: AWS, Google Compute Engine, OpenStack, Cloudstack, kvm, libvirt
Tools: Jenkins, Atlassian Suite, Pivotal Tracker, Vagrant, Git, Packer
Monitoring: SysDig, DataDog, AppDynamics, New Relic, Sentry, Nagios, Prometheus
Databases/Datastores: Cassandra, Hadoop, Redis, postgres, MySQL
Security: Compliance standards, Application Security, Firewalls, OSSEC, Hashicorp Vault
Languages: Ruby, Python, Go, JavaScript
We are committed to equal-employment principles, and we recognize the value of committed employees who feel they are being treated in an equitable and professional manner. We are passionate about finding ways to attract, develop and retain the talent and unique viewpoints needed to meet business objectives, and to recruit and employ highly qualified individuals representing the diverse communities in which we live, because we believe that this diversity results in conversations which stimulate new and innovative ideas.

Employment policies and decisions on employment and promotion are based on merit, qualifications, performance, and business needs. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.learningdollars.com/client/select_engineers/?crid=2088
30+ days ago,"['C', 'Go', 'J2EE', 'Security', 'XML']",Senior SOA Developer,Contract,Zirous,"As an IT consulting firm founded in 1986, Zirous has a solid history of providing the technology solutions clients want and need to make their organizations successful.

Zirous is seeking to fill a Service Oriented Architecture (SOA) Developer for a specific client project. Work will consist of mostly SOA, with a small amount of OSB (Oracle Service Bus).

Project Duration: Beginning early July 2020, lasting 3 - 6 months with possible extensions
Type: 1099 or Corp to Corp - direct only, no 3rd party placement companies, please
Location: Client site is located in Wisconsin, however this position will be 100% remote.
Requirements
5+ years XML, XSL, Web Services & Web Service Security
J2EE, Relational Databases, queuing desirable
SOA, Oracle SOA Suite
Experience with OSB
An understanding of software design patterns and methodology
Prior experience on integration projects is a plus
Good communication skills, analytical ability, good judgment and the ability to work effectively with clients and internal staff
Benefits
Competitive hourly rate.

Zirous is an equal opportunity employer.",https://www.learningdollars.com/client/select_engineers/?crid=2089
2020-07-20,"['.NET', 'C', 'Cucumber', 'DevOps', 'Git', 'Go', 'Google API', 'JIRA', 'Jenkins', 'Kubernetes', 'Maven', 'Microservices', 'OpenShift', 'Selenium']",SME - Standardizing Technical Development Strategy,"Full-time, Contract",Aptara,"SME - Standardizing Technical Development StrategyStart: ImmediateLocation : VirtualDuration : 5 weeksOverview· The Subject matter Expert will be required to curate LEARNING content on DevOps, Microservices, CI/CD and Containers.· Commitment of 40 hrs. a week during the term of the contract.Required Technical Experience/Expertise: · Expertise with DevOps and GitOps· Expertise with CI/CD tools such as Jenkins, ArgoCD, and GitLab· Expertise with Kubernetes/OpenShift application platform development, have sound knowledge of containers.· Expertise in architecting and developing CI/CD solutions at an enterprise level· Expertise architecting and deploying cloud-native applications to a cloud service· Expertise identifying requirements, researching options, designing and implementing solutions· Expertise in conducting training sessions and presentations· Expertise in Microservices development and deployment.· Expertise in API Management Platforms such as Google Apigee· Expertise in Service Mesh technologies such as Istio or OpenShift Service Mesh.· Expertise with modern development software, tools, and methodologies; Git/Bitbucket, Jira, Nexus, Maven· Knowledge with testing tools such as Selenium and BDD cucumber· Knowledge in Test Driven Development (TDD) practices.Job Types: Full-time, ContractSchedule:Monday to FridayWork Remotely:Yes",https://www.learningdollars.com/client/select_engineers/?crid=2090
2020-07-18,"['AWS', 'C', 'Excel', 'Go', 'Security']",Senior SailPoint Developer II (Remote),Contract,"Regatta Solutions Group, Inc","We have an immediate opening for an experienced SailPoint Developer who will both develop and lead development activities, enhancements, fixes or new technologies to support IAM platforms that meet business requirements, policies, and IS standards. This role requires extensive background and experience in software development as well as an ability to lead a team and ensure appropriate visibility, communication, and governance across key business partners and stakeholders.
Develops enhancements, fixes or new technologies to support IAM platforms that meet business requirements, policies, and IS standards.
Supports the day-to-day and maintenance of IAM platform solutions that meet business requirements, policies, and IS standards.
Designs solutions that integrate with the current IAM platform including provisioning, de-provisioning and integration of applications for authentication and authorization.
Collects and analyzes the project's information requirements and transferring the same knowledge to development team.
Prepares estimates for projects assigned.
Evaluates the information collected through task analysis, business process, surveys and workshops.
Prepares accurate and detailed requirement specifications documents, including workflows, processes, client requirements, and gap analysis.
Provides advisement to the development team during the development stage of implementation to meet the client's business and information needs.
Documents the acquired results of analysis and workflows as well as obtaining sign-off from the appropriate client.
Acts as a strategic partner with IT to influence the design, alignment, and implementation of technical standards to address information requirements.
Identifies requirements for access management, separation of duties, integrity, quality, audit, and lineage; including driving and developing new identity access management guidelines.
Prepares presentations and deliverables.
Coordinates with the groups who test, validate, evaluate new applications and functions to ensure information adheres to requirements and business needs.
Minimum of 3 years’ experience with integrating business applications, databases. middleware and/or operating systems in SailPoint with read or read/write connectors for provisioning, access certifications, reporting, role/entitlement administration, compliance and user administration, authentication & authorization (SSO & MFA). Specific activities include:
Gathering requirements
Designing the application, (Technology and Business)
Configuring/customizing the tool
Change management
Working with teams to re-architect environments and applications
Requirements
Hands on Knowledge on - SailPoint IIQ 7.2.
Must have a background of on-boarding application into the SailPoint IIQ 7.2.
Should have building roles.
As an Engineer, Involved with 2 or more SailPoint Identity Access Management Implementations.
Excellent communication skills, presentation and interpersonal skills are required.
A demonstrated track record of making a difference and adding value.
Strong organizational skills with the ability to multi-task.
Ability to think creatively, highly-driven and self-motivated.
Ability to work and adjust to changing deadlines.
Creative problem-solving skills.
Working remotely, must be able to develop relationships across the client organization, working cross functionally to get results.
SailPoint experience is needed.
Familiar with AWS a plus
Security Clearance a Plus!
NO PHONE CALLS PLEASE",https://www.learningdollars.com/client/select_engineers/?crid=2091
30+ days ago,"['AWS', 'Azure', 'C', 'Continuous Integration', 'DeFi', 'DevOps', 'Excel', 'Git', 'Jenkins', 'SQL']",DevOps Engineer,"Full-time, Contract",Utilligent,"Utilligent is seeking a DevOps Engineer as a key role that will lead the team building tools to automate and streamline processes regarding the deployment of a web portal and work management solution within the utility sector. The candidate is required to work with very little supervision delivering projects and tasks related to the infrastructure. Candidate needs to be able to make independent judgments around key decision areas and potential issues/solutions. Experience working in the utilities industry is recommended, but not mandatory.
Requirements
Role Responsibilities
Experience and a deep understanding of working within a DevOps environment.
Proven technical background/understanding in DevOps, Software Engineering or Infrastructure Engineering so that you're able to lead high level technical strategy meetings.
Experience of the full software delivery lifecycle and working in complex enterprise environments.
Providing vision, thought leadership, and roadmap for implementing continuous integration/continuous delivery (“CI/CD”) practices across projects.
Providing guidance and mentoring project teams on how they can implement and adopt CI/CD practices.
Identifying and driving improvements in infrastructure, system reliability, performance, monitoring, and overall stability of the CI/CD platform.
Ensuring operational procedures and practices are well defined, documented and consistently applied.
GitLab setup, configuration, administration, and project setup.
Knowledge of relevant databases including but not limited to SQL and Oracle.
Conceptual knowledge of broad Cloud capabilities and hands on experience in AWS, Azure and/or GCP.
Knowledge or Jenkins setup, configuration, and administration.
Qualifications
Must have at least 10 years DevOps experience with a proven track record for identifying and driving improvements.
Strong presentation skills to key leaders and decision makers.
Excellent communication skills, both written and verbal.
Flexibility to work in a fast-paced environment.
Ability to manage work multiple tasks simultaneously.
Knowledge of the utilities industry desired.
Position requires weekly travel to a designated client site. All travel expenses are reimbursed.
We are looking for individuals on a full-time or independent contractor basis within our company. Please indicate on your resume your preferred employment preference (full-time or independent contractor), which will allow us to better consider you for upcoming opportunities. You can find out more about our company at Utilligent.com.
Benefits
We recognize the impact that consulting careers can have on personal lives and families — the travel, the work hours, and the tight project timelines. We know that work needs to be, rewarding, and only a part of our employees’ lives, not the center of them.
Acknowledging that our employees are our greatest asset, we offer a compensation package that we hope exceeds your expectations. We have a plan that will work for you no matter where you are in your life/career — whether you’re single or have a family, just starting out, at mid-career, or approaching retirement.",https://www.learningdollars.com/client/select_engineers/?crid=2092
